acc,clustid,clustid_key,genename,key,proteinname,uniprot_link
Q96P16,2484,2484_55197,RPRD1A,55197,"Regulation of nuclear pre-mRNA domain-containing protein 1A (Cyclin-dependent kinase inhibitor 2B-related protein) (p15INK4B-related protein)
",http://www.uniprot.org/uniprot/Q96P16
O43290,2485,2485_9092,SART1,9092,"U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)
",http://www.uniprot.org/uniprot/O43290
Q96DI7,2485,2485_9410,SNRNP40,9410,"U5 small nuclear ribonucleoprotein 40 kDa protein (U5 snRNP 40 kDa protein) (U5-40K) (38 kDa-splicing factor) (Prp8-binding protein) (hPRP8BP) (U5 snRNP-specific 40 kDa protein) (WD repeat-containing protein 57)
",http://www.uniprot.org/uniprot/Q96DI7
P83876,2485,2485_10907,TXNL4A,10907,"Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)
",http://www.uniprot.org/uniprot/P83876
Q9BUQ8,2485,2485_9416,DDX23,9416,"Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)
",http://www.uniprot.org/uniprot/Q9BUQ8
Q53GS9,2485,2485_10713,USP39,10713,"U4/U6.U5 tri-snRNP-associated protein 2 (Inactive ubiquitin-specific peptidase 39) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein) (65K)
",http://www.uniprot.org/uniprot/Q53GS9
O95400,2485,2485_10421,CD2BP2,10421,"CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)
",http://www.uniprot.org/uniprot/O95400
P98160,2486,2486_3339,HSPG2,3339,"Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]
",http://www.uniprot.org/uniprot/P98160
Q9GZM7,2486,2486_64129,TINAGL1,64129,"Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP)
",http://www.uniprot.org/uniprot/Q9GZM7
Q9BX46,2487,2487_221662,RBM24,221662,"RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6)
",http://www.uniprot.org/uniprot/Q9BX46
Q9H0Z9,2487,2487_55544,RBM38,55544,"RNA-binding protein 38 (CLL-associated antigen KW-5) (HSRNASEB) (RNA-binding motif protein 38) (RNA-binding region-containing protein 1) (ssDNA-binding protein SEB4)
",http://www.uniprot.org/uniprot/Q9H0Z9
Q9Y620,2488,2488_25788,RAD54B,25788,"DNA repair and recombination protein RAD54B (EC 3.6.4.-) (RAD54 homolog B)
",http://www.uniprot.org/uniprot/Q9Y620
Q9H063,2488,2488_84232,MAF1,84232,"Repressor of RNA polymerase III transcription MAF1 homolog
",http://www.uniprot.org/uniprot/Q9H063
Q96IV0,2489,2489_55768,NGLY1,55768,"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)
",http://www.uniprot.org/uniprot/Q96IV0
Q9P1U1,2489,2489_57180,ACTR3B,57180,"Actin-related protein 3B (ARP3-beta) (Actin-like protein 3B) (Actin-related protein ARP4)
",http://www.uniprot.org/uniprot/Q9P1U1
P54725,2489,2489_5886,RAD23A,5886,"UV excision repair protein RAD23 homolog A (HR23A) (hHR23A)
",http://www.uniprot.org/uniprot/P54725
Q6NSJ0,2490,2490_57462,KIAA1161,57462,"Uncharacterized family 31 glucosidase KIAA1161 (EC 3.2.1.-)
",http://www.uniprot.org/uniprot/Q6NSJ0
Q7L945,2490,2490_199692,ZNF627,199692,"Zinc finger protein 627
",http://www.uniprot.org/uniprot/Q7L945
O95196,2490,2490_10675,CSPG5,10675,"Chondroitin sulfate proteoglycan 5 (Acidic leucine-rich EGF-like domain-containing brain protein) (Neuroglycan C)
",http://www.uniprot.org/uniprot/O95196
Q8N6S4,2490,2490_81573,ANKRD13C,81573,"Ankyrin repeat domain-containing protein 13C
",http://www.uniprot.org/uniprot/Q8N6S4
P80370,2490,2490_8788,DLK1,8788,"Protein delta homolog 1 (DLK-1) (pG2) [Cleaved into: Fetal antigen 1 (FA1)]
",http://www.uniprot.org/uniprot/P80370
Q15012,2490,2490_9741,LAPTM4A,9741,"Lysosomal-associated transmembrane protein 4A (Golgi 4-transmembrane-spanning transporter MTP)
",http://www.uniprot.org/uniprot/Q15012
Q13705,2490,2490_93,ACVR2B,93,"Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB)
",http://www.uniprot.org/uniprot/Q13705
Q9NRY5,2491,2491_10827,FAM114A2,10827,"Protein FAM114A2
",http://www.uniprot.org/uniprot/Q9NRY5
O43301,2491,2491_259217,HSPA12A,259217,"Heat shock 70 kDa protein 12A
",http://www.uniprot.org/uniprot/O43301
Q9BUV8,2491,2491_55969,C20orf24,55969,"Uncharacterized protein C20orf24 (Rab5-interacting protein) (RIP5)
",http://www.uniprot.org/uniprot/Q9BUV8
Q9NW97,2491,2491_55092,TMEM51,55092,"Transmembrane protein 51
",http://www.uniprot.org/uniprot/Q9NW97
Q53EL6,2491,2491_27250,PDCD4,27250,"Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)
",http://www.uniprot.org/uniprot/Q53EL6
Q96GD0,2492,2492_57026,PDXP,57026,"Pyridoxal phosphate phosphatase (PLP phosphatase) (EC 3.1.3.3) (EC 3.1.3.74) (Chronophin)
",http://www.uniprot.org/uniprot/Q96GD0
P07741,2492,2492_353,APRT,353,"Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)
",http://www.uniprot.org/uniprot/P07741
P06280,2492,2492_2717,GLA,2717,"Alpha-galactosidase A (EC 3.2.1.22) (Alpha-D-galactosidase A) (Alpha-D-galactoside galactohydrolase) (Melibiase) (Agalsidase)
",http://www.uniprot.org/uniprot/P06280
Q08623,2492,2492_8226,PUDP,8226,"Pseudouridine-5'-phosphatase (EC 3.1.3.96) (Haloacid dehalogenase-like hydrolase domain-containing protein 1) (Haloacid dehalogenase-like hydrolase domain-containing protein 1A) (Protein GS1) (Pseudouridine-5'-monophosphatase) (5'-PsiMPase)
",http://www.uniprot.org/uniprot/Q08623
A6NDG6,2492,2492_283871,PGP,283871,"Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18) (EC 3.1.3.48)
",http://www.uniprot.org/uniprot/A6NDG6
Q96AX9,2493,2493_142678,MIB2,142678,"E3 ubiquitin-protein ligase MIB2 (EC 6.3.2.-) (Mind bomb homolog 2) (Novel zinc finger protein) (Novelzin) (Putative NF-kappa-B-activating protein 002N) (Skeletrophin) (Zinc finger ZZ type with ankyrin repeat domain protein 1)
",http://www.uniprot.org/uniprot/Q96AX9
Q9HD42,2493,2493_5119,CHMP1A,5119,"Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)
",http://www.uniprot.org/uniprot/Q9HD42
P53990,2493,2493_9798,IST1,9798,"IST1 homolog (hIST1) (Putative MAPK-activating protein PM28)
",http://www.uniprot.org/uniprot/P53990
P42574,2493,2493_836,CASP3,836,"Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]
",http://www.uniprot.org/uniprot/P42574
Q9H9T3,2494,2494_55140,ELP3,55140,"Elongator complex protein 3 (hELP3) (EC 2.3.1.48)
",http://www.uniprot.org/uniprot/Q9H9T3
O95163,2494,2494_8518,IKBKAP,8518,"Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein) (p150)
",http://www.uniprot.org/uniprot/O95163
Q6IA86,2494,2494_55250,ELP2,55250,"Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1)
",http://www.uniprot.org/uniprot/Q6IA86
Q96AG4,2495,2495_55379,LRRC59,55379,"Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34)
",http://www.uniprot.org/uniprot/Q96AG4
Q3SYG4,2495,2495_27241,BBS9,27241,"Protein PTHB1 (Bardet-Biedl syndrome 9 protein) (Parathyroid hormone-responsive B1 gene protein)
",http://www.uniprot.org/uniprot/Q3SYG4
Q92504,2495,2495_7922,SLC39A7,7922,"Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)
",http://www.uniprot.org/uniprot/Q92504
P68104,2495,2495_1915,EEF1A1,1915,"Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)
",http://www.uniprot.org/uniprot/P68104
O15020,2496,2496_6712,SPTBN2,6712,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)
",http://www.uniprot.org/uniprot/O15020
Q9UK45,2496,2496_51690,LSM7,51690,"U6 snRNA-associated Sm-like protein LSm7
",http://www.uniprot.org/uniprot/Q9UK45
,2496,2496_ENSG00000183291,,ENSG00000183291,,
P54725,2496,2496_5886,RAD23A,5886,"UV excision repair protein RAD23 homolog A (HR23A) (hHR23A)
",http://www.uniprot.org/uniprot/P54725
Q9H0U4,2497,2497_81876,RAB1B,81876,"Ras-related protein Rab-1B
",http://www.uniprot.org/uniprot/Q9H0U4
P50395,2497,2497_2665,GDI2,2665,"Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)
",http://www.uniprot.org/uniprot/P50395
Q92930,2497,2497_51762,RAB8B,51762,"Ras-related protein Rab-8B
",http://www.uniprot.org/uniprot/Q92930
O75791,2498,2498_9402,GRAP2,9402,"GRB2-related adapter protein 2 (Adapter protein GRID) (GRB-2-like protein) (GRB2L) (GRBLG) (GRBX) (Grf40 adapter protein) (Grf-40) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adapter protein GrpL) (P38) (Protein GADS) (SH3-SH2-SH3 adapter Mona)
",http://www.uniprot.org/uniprot/O75791
Q9H706,2498,2498_64762,GAREM1,64762,"GRB2-associated and regulator of MAPK protein 1 (GRB2-associated and regulator of MAPK1)
",http://www.uniprot.org/uniprot/Q9H706
Q9H3S7,2498,2498_25930,PTPN23,25930,"Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)
",http://www.uniprot.org/uniprot/Q9H3S7
Q9UQC2,2498,2498_9846,GAB2,9846,"GRB2-associated-binding protein 2 (GRB2-associated binder 2) (Growth factor receptor bound protein 2-associated protein 2) (pp100)
",http://www.uniprot.org/uniprot/Q9UQC2
Q00325,2499,2499_5250,SLC25A3,5250,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)
",http://www.uniprot.org/uniprot/Q00325
P25705,2499,2499_498,ATP5A1,498,"ATP synthase subunit alpha, mitochondrial
",http://www.uniprot.org/uniprot/P25705
P36542,2499,2499_509,ATP5C1,509,"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)
",http://www.uniprot.org/uniprot/P36542
P30049,2499,2499_513,ATP5D,513,"ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)
",http://www.uniprot.org/uniprot/P30049
P05141,2499,2499_292,SLC25A5,292,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]
",http://www.uniprot.org/uniprot/P05141
P12235,2499,2499_291,SLC25A4,291,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)
",http://www.uniprot.org/uniprot/P12235
O60508,2500,2500_51362,CDC40,51362,"Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)
",http://www.uniprot.org/uniprot/O60508
O95926,2500,2500_25949,SYF2,25949,"Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (p29)
",http://www.uniprot.org/uniprot/O95926
Q9ULR0,2500,2500_57461,ISY1,57461,"Pre-mRNA-splicing factor ISY1 homolog
",http://www.uniprot.org/uniprot/Q9ULR0
Q9BZJ0,2500,2500_51340,CRNKL1,51340,"Crooked neck-like protein 1 (Crooked neck homolog) (hCrn)
",http://www.uniprot.org/uniprot/Q9BZJ0
P41223,2500,2500_8896,BUD31,8896,"Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)
",http://www.uniprot.org/uniprot/P41223
Q9HCS7,2500,2500_56949,XAB2,56949,"Pre-mRNA-splicing factor SYF1 (Protein HCNP) (XPA-binding protein 2)
",http://www.uniprot.org/uniprot/Q9HCS7
Q99459,2500,2500_988,CDC5L,988,"Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)
",http://www.uniprot.org/uniprot/Q99459
Q86YS6,2500,2500_339122,RAB43,339122,"Ras-related protein Rab-43 (Ras-related protein Rab-41)
",http://www.uniprot.org/uniprot/Q86YS6
Q9NW64,2500,2500_55696,RBM22,55696,"Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22) (Zinc finger CCCH domain-containing protein 16)
",http://www.uniprot.org/uniprot/Q9NW64
Q9P013,2500,2500_51503,CWC15,51503,"Spliceosome-associated protein CWC15 homolog
",http://www.uniprot.org/uniprot/Q9P013
Q9UNP9,2500,2500_10450,PPIE,10450,"Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)
",http://www.uniprot.org/uniprot/Q9UNP9
Q8WUD4,2500,2500_151903,CCDC12,151903,"Coiled-coil domain-containing protein 12
",http://www.uniprot.org/uniprot/Q8WUD4
O75934,2500,2500_10286,BCAS2,10286,"Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27)
",http://www.uniprot.org/uniprot/O75934
Q14562,2500,2500_1659,DHX8,1659,"ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)
",http://www.uniprot.org/uniprot/Q14562
Q13573,2500,2500_22938,SNW1,22938,"SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein)
",http://www.uniprot.org/uniprot/Q13573
O60306,2500,2500_9716,AQR,9716,"Intron-binding protein aquarius (Intron-binding protein of 160 kDa) (IBP160)
",http://www.uniprot.org/uniprot/O60306
Q9UMS4,2500,2500_27339,PRPF19,27339,"Pre-mRNA-processing factor 19 (EC 6.3.2.-) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (Senescence evasion factor)
",http://www.uniprot.org/uniprot/Q9UMS4
Q9H5Q4,2501,2501_64216,TFB2M,64216,"Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)
",http://www.uniprot.org/uniprot/Q9H5Q4
Q8TBP6,2501,2501_55972,SLC25A40,55972,"Solute carrier family 25 member 40 (Mitochondrial carrier family protein)
",http://www.uniprot.org/uniprot/Q8TBP6
Q9Y512,2502,2502_25813,SAMM50,25813,"Sorting and assembly machinery component 50 homolog (Transformation-related gene 3 protein) (TRG-3)
",http://www.uniprot.org/uniprot/Q9Y512
Q5HYI7,2502,2502_345778,MTX3,345778,"Metaxin-3
",http://www.uniprot.org/uniprot/Q5HYI7
O75431,2502,2502_10651,MTX2,10651,"Metaxin-2 (Mitochondrial outer membrane import complex protein 2)
",http://www.uniprot.org/uniprot/O75431
Q96BQ5,2502,2502_133957,CCDC127,133957,"Coiled-coil domain-containing protein 127
",http://www.uniprot.org/uniprot/Q96BQ5
Q14151,2503,2503_9667,SAFB2,9667,"Scaffold attachment factor B2 (SAF-B2)
",http://www.uniprot.org/uniprot/Q14151
Q8IXT5,2503,2503_389677,RBM12B,389677,"RNA-binding protein 12B (RNA-binding motif protein 12B)
",http://www.uniprot.org/uniprot/Q8IXT5
Q5BKZ1,2503,2503_284695,ZNF326,284695,"DBIRD complex subunit ZNF326 (Zinc finger protein 326) (Zinc finger protein interacting with mRNPs and DBC1)
",http://www.uniprot.org/uniprot/Q5BKZ1
P49750,2503,2503_56252,YLPM1,56252,"YLP motif-containing protein 1 (Nuclear protein ZAP3) (ZAP113)
",http://www.uniprot.org/uniprot/P49750
Q14966,2503,2503_27332,ZNF638,27332,"Zinc finger protein 638 (Cutaneous T-cell lymphoma-associated antigen se33-1) (CTCL-associated antigen se33-1) (Nuclear protein 220) (Zinc finger matrin-like protein)
",http://www.uniprot.org/uniprot/Q14966
O43447,2504,2504_10465,PPIH,10465,"Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)
",http://www.uniprot.org/uniprot/O43447
P10253,2504,2504_2548,GAA,2548,"Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase]
",http://www.uniprot.org/uniprot/P10253
Q9UL26,2505,2505_57403,RAB22A,57403,"Ras-related protein Rab-22A (Rab-22)
",http://www.uniprot.org/uniprot/Q9UL26
Q13636,2505,2505_11031,RAB31,11031,"Ras-related protein Rab-31 (Ras-related protein Rab-22B)
",http://www.uniprot.org/uniprot/Q13636
P51587,2506,2506_675,BRCA2,675,"Breast cancer type 2 susceptibility protein (Fanconi anemia group D1 protein)
",http://www.uniprot.org/uniprot/P51587
O15350,2506,2506_7161,TP73,7161,"Tumor protein p73 (p53-like transcription factor) (p53-related protein)
",http://www.uniprot.org/uniprot/O15350
Q5VU65,2507,2507_91181,NUP210L,91181,"Nuclear pore membrane glycoprotein 210-like (Nucleoporin 210 kDa-like) (Nucleoporin Nup210-like)
",http://www.uniprot.org/uniprot/Q5VU65
P61221,2507,2507_6059,ABCE1,6059,"ATP-binding cassette sub-family E member 1 (2'-5'-oligoadenylate-binding protein) (HuHP68) (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)
",http://www.uniprot.org/uniprot/P61221
,2508,2508_730211,,730211,,
,2508,2508_664618,,664618,,
Q9H7B4,2508,2508_64754,SMYD3,64754,"Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.43) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)
",http://www.uniprot.org/uniprot/Q9H7B4
,2508,2508_3327,,3327,,
P00533,2509,2509_1956,EGFR,1956,"Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)
",http://www.uniprot.org/uniprot/P00533
Q6UWY0,2509,2509_153642,ARSK,153642,"Arylsulfatase K (ASK) (EC 3.1.6.-) (Telethon sulfatase)
",http://www.uniprot.org/uniprot/Q6UWY0
Q9H5Z1,2510,2510_60625,DHX35,60625,"Probable ATP-dependent RNA helicase DHX35 (EC 3.6.4.13) (DEAH box protein 35)
",http://www.uniprot.org/uniprot/Q9H5Z1
Q9BZJ0,2510,2510_51340,CRNKL1,51340,"Crooked neck-like protein 1 (Crooked neck homolog) (hCrn)
",http://www.uniprot.org/uniprot/Q9BZJ0
Q9HCS7,2510,2510_56949,XAB2,56949,"Pre-mRNA-splicing factor SYF1 (Protein HCNP) (XPA-binding protein 2)
",http://www.uniprot.org/uniprot/Q9HCS7
Q8WUQ7,2510,2510_58509,CACTIN,58509,"Cactin (Renal carcinoma antigen NY-REN-24)
",http://www.uniprot.org/uniprot/Q8WUQ7
Q86YS6,2510,2510_339122,RAB43,339122,"Ras-related protein Rab-43 (Ras-related protein Rab-41)
",http://www.uniprot.org/uniprot/Q86YS6
Q9BRR8,2510,2510_55094,GPATCH1,55094,"G patch domain-containing protein 1 (Evolutionarily conserved G-patch domain-containing protein)
",http://www.uniprot.org/uniprot/Q9BRR8
Q9UNP9,2510,2510_10450,PPIE,10450,"Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E)
",http://www.uniprot.org/uniprot/Q9UNP9
Q14562,2510,2510_1659,DHX8,1659,"ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8) (RNA helicase HRH1)
",http://www.uniprot.org/uniprot/Q14562
O95391,2510,2510_10569,SLU7,10569,"Pre-mRNA-splicing factor SLU7 (hSlu7)
",http://www.uniprot.org/uniprot/O95391
O60306,2510,2510_9716,AQR,9716,"Intron-binding protein aquarius (Intron-binding protein of 160 kDa) (IBP160)
",http://www.uniprot.org/uniprot/O60306
Q96NB3,2510,2510_91603,ZNF830,91603,"Zinc finger protein 830 (Coiled-coil domain-containing protein 16)
",http://www.uniprot.org/uniprot/Q96NB3
Q8WUD4,2510,2510_151903,CCDC12,151903,"Coiled-coil domain-containing protein 12
",http://www.uniprot.org/uniprot/Q8WUD4
O95456,2511,2511_8624,PSMG1,8624,"Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2)
",http://www.uniprot.org/uniprot/O95456
,2511,2511_ENSG00000108294,,ENSG00000108294,,
Q92530,2511,2511_9491,PSMF1,9491,"Proteasome inhibitor PI31 subunit (hPI31)
",http://www.uniprot.org/uniprot/Q92530
Q06323,2511,2511_5720,PSME1,5720,"Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha)
",http://www.uniprot.org/uniprot/Q06323
Q9UL46,2511,2511_5721,PSME2,5721,"Proteasome activator complex subunit 2 (11S regulator complex subunit beta) (REG-beta) (Activator of multicatalytic protease subunit 2) (Proteasome activator 28 subunit beta) (PA28b) (PA28beta)
",http://www.uniprot.org/uniprot/Q9UL46
P20618,2511,2511_5689,PSMB1,5689,"Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
",http://www.uniprot.org/uniprot/P20618
